short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15,country
Gabri Prestão,Bernard Gabriel Prestão Chaves,230312,79,79,30,186,80,11.5,25.0,60.0,71.0,71.0,75.0,77.0,81.0,GK,Right,Brazil,Serie A,1,3,1,Internacional,74.0,7.0,Balanced,Direct Passing,76,5.5,Italy
Luimo Boas Santos,Luan Vágner Boas Macedo,230498,79,79,22,176,73,21.0,32.0,83.0,79.0,65.0,81.0,28.0,64.0,ST,Right,Brazil,Serie A,4,4,1,Santos,73.0,7.0,Balanced,Forward Runs,75,6.5,Italy
Matheus Reis,Matheus Reis de Lima,230625,79,82,27,184,80,20.0,16.0,73.0,53.0,67.0,74.0,79.0,82.0,"CB, LB, LWB",Left,Brazil,Liga Portugal,3,2,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Portugal
L. Blas,Ludovic Blas,231102,79,83,24,180,70,25.0,28.0,73.0,77.0,77.0,82.0,58.0,64.0,"CAM, RM, ST",Left,France,Ligue 1,4,2,2,Nantes,74.0,5.0,Pressure On Heavy Touch,Balanced,73,6.5,France
G. Montiel,Gonzalo Ariel Montiel,231340,79,82,25,175,70,21.5,28.0,83.0,62.0,70.0,75.0,75.0,81.0,"RB, RWB",Right,Argentina,La Liga,3,3,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,62,0.6,Spain
E. Palacios,Exequiel Alejandro Palacios,231521,79,84,23,178,71,26.5,48.0,66.0,73.0,76.0,79.0,76.0,72.0,"CM, CDM, CAM",Right,Argentina,Bundesliga,3,4,2,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,63,0.75,Germany
Rafa Mir,Rafael Mir Vicente,231628,79,83,25,191,86,24.5,33.0,79.0,80.0,67.0,71.0,45.0,78.0,ST,Right,Spain,La Liga,3,3,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,66,0.98,Spain
L. Jović,Luka Jović,232432,79,83,24,181,85,25.5,55.0,74.0,78.0,68.0,78.0,29.0,73.0,ST,Right,Serbia,Serie A,3,5,1,Fiorentina,77.0,6.0,Balanced,Forward Runs,70,3.4,Italy
W. Endo,遠藤 航,232487,79,79,29,178,77,17.0,32.0,67.0,66.0,71.0,79.0,79.0,75.0,"CM, CDM",Right,Japan,Bundesliga,3,4,2,VfB Stuttgart,74.0,3.0,Balanced,Balanced,69,1.1,Germany
Isi Palazón,Isaac Palazón Camacho,232498,79,79,27,169,71,18.5,25.0,84.0,74.0,76.0,80.0,39.0,64.0,RM,Left,Spain,La Liga,3,3,1,Rayo Vallecano,76.0,3.0,Balanced,Possession,0,0.0,Spain
T. Tomiyasu,冨安 健洋,232938,79,84,23,188,84,24.5,65.0,74.0,33.0,67.0,71.0,80.0,79.0,RB,Right,Japan,Premier League,2,5,1,Arsenal,80.0,7.0,Balanced,Possession,0,0.0,England
N. Molina,Nahuel Molina Lucero,233084,79,84,24,175,70,26.5,48.0,85.0,67.0,74.0,77.0,72.0,71.0,"RM, RWB, RB",Right,Argentina,La Liga,2,3,1,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,63,0.55,Spain
D. Henderson,Dean Henderson,233306,79,82,25,188,85,18.0,76.0,55.0,77.0,77.0,78.0,75.0,80.0,GK,Right,England,Premier League,1,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,63,0.68,England
Marcão,Marcos do Nascimento Teixeira,234426,79,83,26,185,81,21.5,29.0,67.0,36.0,60.0,70.0,78.0,86.0,CB,Left,Brazil,La Liga,2,3,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,69,1.4,Spain
J. Brekalo,Josip Brekalo,234711,79,82,24,175,70,24.5,48.0,81.0,76.0,76.0,84.0,38.0,55.0,"CF, LM",Right,Croatia,Bundesliga,4,4,2,VfL Wolfsburg,76.0,6.0,Press After Possession Loss,Possession,70,3.1,Germany
M. Lazzari,Manuel Lazzari,235374,79,79,28,174,67,16.0,51.0,92.0,62.0,76.0,82.0,70.0,65.0,RB,Right,Italy,Serie A,3,3,2,Lazio,79.0,7.0,Press After Possession Loss,Possession,73,5.5,Italy
S. Özcan,Salih Özcan,235407,79,82,24,180,76,21.5,38.0,76.0,62.0,72.0,77.0,76.0,81.0,"CDM, CM",Right,Turkey,Bundesliga,3,3,1,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,66,1.3,Germany
T. Ndombele,Tanguy Ndombèlé Alvaro,235569,79,82,25,181,76,23.0,85.0,66.0,71.0,79.0,86.0,68.0,68.0,"CM, CDM, CAM",Right,France,Serie A,4,3,1,Napoli,80.0,9.0,Balanced,Forward Runs,74,9.0,Italy
M. Edwards,Marcus Edwards,235619,79,85,23,168,65,27.5,16.0,85.0,73.0,70.0,85.0,33.0,48.0,"RW, LW, ST",Left,England,Liga Portugal,4,3,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,65,1.2,Portugal
Brais Méndez,Brais Méndez Portela,235944,79,80,25,187,76,21.0,35.0,69.0,77.0,80.0,78.0,58.0,67.0,"RM, CM",Left,Spain,La Liga,4,3,1,Real Sociedad,78.0,7.0,Balanced,Possession,66,1.2,Spain
Fran Beltrán,Francisco José Beltrán Peinado,235997,79,84,23,165,64,24.5,22.0,60.0,56.0,77.0,77.0,77.0,65.0,"CDM, CM",Right,Spain,La Liga,3,3,1,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,69,1.3,Spain
Luiz Felipe,Luiz Felipe Ramos Marchi,236355,79,83,25,187,80,22.0,25.0,72.0,29.0,60.0,68.0,81.0,74.0,CB,Right,Italy,La Liga,3,4,1,Real Betis,79.0,6.0,Press After Possession Loss,Possession,61,0.5,Spain
Kim Min Jae,김민재 金敏在,237086,79,83,25,190,81,22.0,49.0,80.0,33.0,57.0,62.0,80.0,84.0,CB,Right,Korea Republic,Serie A,2,3,1,Napoli,80.0,9.0,Balanced,Forward Runs,71,3.4,Italy
J. Foyth,Juan Marcos Foyth,237221,79,84,24,187,69,24.5,29.0,72.0,46.0,69.0,72.0,80.0,77.0,"RB, CB, CDM",Right,Argentina,La Liga,3,3,1,Villarreal,80.0,8.0,Balanced,Balanced,68,1.7,Spain
P. Estupiñán,Pervis Josué Estupiñán Tenorio,237942,79,83,24,175,78,23.5,55.0,79.0,46.0,69.0,72.0,75.0,75.0,"LB, LWB",Left,Ecuador,Premier League,3,3,1,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,65,0.72,England
T. Malacia,Tyrell Malacia,238041,79,84,22,169,67,25.0,86.0,85.0,56.0,66.0,77.0,76.0,76.0,LB,Left,Netherlands,Premier League,3,3,1,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,61,0.45,England
W. McKennie,Weston James Earl McKennie,238744,79,84,23,185,84,26.5,86.0,82.0,72.0,77.0,79.0,77.0,82.0,"CM, LM, RM",Right,United States,Serie A,3,3,2,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,63,0.75,Italy
Pepê,Eduardo Gabriel Aquino Cossa,238896,79,82,25,173,72,23.0,16.0,85.0,68.0,70.0,82.0,47.0,60.0,"LM, RB",Right,Brazil,Liga Portugal,4,2,1,Porto,78.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal
N. Maksimović,Nemanja Maksimović,239433,79,80,27,189,78,20.0,33.0,51.0,72.0,75.0,74.0,77.0,77.0,"CM, CDM",Right,Serbia,La Liga,3,3,1,Getafe,77.0,5.0,Pressure On Heavy Touch,Forward Runs,72,4.9,Spain
G. Vicario,Guglielmo Vicario,240091,79,83,25,188,76,19.0,11.0,28.0,75.0,75.0,78.0,79.0,81.0,GK,Right,Italy,Serie A,1,1,1,Empoli,73.0,2.0,Press After Possession Loss,Possession,53,0.07,Italy
R. Baku,Ridle Bote Baku,240709,79,83,24,176,75,23.5,40.0,82.0,73.0,74.0,81.0,71.0,78.0,"RB, RM",Right,Germany,Bundesliga,3,4,2,VfL Wolfsburg,76.0,6.0,Press After Possession Loss,Possession,57,0.22,Germany
A. Gouiri,Amine Gouiri,240753,79,86,22,181,83,36.0,49.0,78.0,81.0,76.0,80.0,45.0,69.0,"ST, LM",Right,France,Ligue 1,4,3,2,Rennes,77.0,7.0,Balanced,Balanced,64,0.9,France
Unai Núñez,Unai Núñez Gestoso,240900,79,83,25,186,81,22.0,28.0,70.0,24.0,51.0,52.0,79.0,78.0,CB,Right,Spain,La Liga,2,2,1,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,70,2.3,Spain
Luis Milla,Luis Milla Manzanares,242201,79,79,27,175,67,18.5,33.0,70.0,72.0,77.0,75.0,75.0,74.0,"CM, CDM",Right,Spain,La Liga,3,3,1,Getafe,77.0,5.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Spain
B. Sosa,Borna Sosa,243388,79,83,24,187,79,23.5,24.0,79.0,53.0,78.0,78.0,73.0,71.0,"LB, LM, LWB",Left,Croatia,Bundesliga,3,3,2,VfB Stuttgart,74.0,3.0,Balanced,Balanced,0,0.0,Germany
J. David,Jonathan Christian David,243630,79,85,22,177,77,28.5,37.0,83.0,79.0,71.0,77.0,33.0,71.0,ST,Right,Canada,Ligue 1,3,5,2,Lille,75.0,6.0,Pressure On Heavy Touch,Possession,0,0.0,France
M. Simakan,Mohamed Simakan,243854,79,87,22,187,82,37.0,43.0,71.0,43.0,64.0,67.0,80.0,79.0,"CB, RB",Right,France,Bundesliga,2,2,1,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany
V. Coufal,Vladimír Coufal,244470,79,79,29,175,76,15.5,69.0,70.0,56.0,73.0,75.0,78.0,81.0,RB,Right,Czech Republic,Premier League,3,3,1,West Ham United,79.0,6.0,Balanced,Forward Runs,0,0.0,England
J. Todibo,Jean-Clair Dimitri Roger Todibo,245388,79,84,22,190,88,24.5,37.0,75.0,47.0,63.0,67.0,80.0,77.0,CB,Right,France,Ligue 1,3,2,1,Nice,77.0,6.0,Press After Possession Loss,Possession,0,0.0,France
R. Gravenberch,Ryan Jiro Gravenberch,246104,79,88,20,190,77,38.5,45.0,77.0,76.0,78.0,83.0,68.0,72.0,CM,Right,Netherlands,Bundesliga,4,4,1,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,0,0.0,Germany
S. Chukwueze,Samuel Chimerenka Chukwueze,246172,79,85,23,172,70,27.5,32.0,89.0,74.0,70.0,84.0,36.0,63.0,"RM, RW",Left,Nigeria,La Liga,4,2,1,Villarreal,80.0,8.0,Balanced,Balanced,0,0.0,Spain
J. Álvarez,Julián Álvarez,246191,79,86,22,170,71,36.0,110.0,79.0,80.0,75.0,83.0,55.0,75.0,"ST, RW, LW",Right,Argentina,Premier League,4,4,1,Manchester City,85.0,10.0,Press After Possession Loss,Possession,0,0.0,England
B. Dia,Boulaye Dia,246242,79,82,25,180,75,23.5,39.0,83.0,78.0,62.0,76.0,27.0,76.0,"ST, RW",Right,Senegal,Serie A,3,3,1,Salernitana,74.0,3.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy
K. Kvaratskhelia,Khvicha Kvaratskhelia,247635,79,88,21,183,70,39.5,46.0,82.0,73.0,74.0,82.0,41.0,67.0,"LW, CAM",Right,Georgia,Serie A,4,5,1,Napoli,80.0,9.0,Balanced,Forward Runs,0,0.0,Italy
Zubimendi,Martín Zubimendi Ibáñez,248148,79,86,23,181,74,35.0,32.0,59.0,64.0,74.0,74.0,79.0,70.0,"CM, CDM",Right,Spain,La Liga,3,4,1,Real Sociedad,78.0,7.0,Balanced,Possession,0,0.0,Spain
E. Camavinga,Eduardo Celmi Camavinga,248243,79,89,19,182,68,38.0,78.0,76.0,66.0,78.0,81.0,76.0,78.0,"CM, CDM",Left,France,La Liga,4,3,3,Real Madrid,85.0,10.0,Balanced,Balanced,0,0.0,Spain
W. Fofana,Wesley Fofana,248695,79,86,21,190,76,33.0,67.0,75.0,37.0,55.0,64.0,81.0,76.0,CB,Right,France,Premier League,2,3,1,Chelsea,84.0,9.0,Balanced,Possession,0,0.0,England
Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,251566,79,88,21,178,75,39.5,62.0,88.0,74.0,69.0,83.0,45.0,70.0,"LM, LW",Right,Brazil,Premier League,4,3,1,Arsenal,80.0,7.0,Balanced,Possession,0,0.0,England
G. Raspadori,Giacomo Raspadori,253002,79,86,22,172,69,36.0,37.0,81.0,78.0,68.0,81.0,27.0,58.0,"CF, CAM, ST",Right,Italy,Serie A,4,5,2,Napoli,80.0,9.0,Balanced,Forward Runs,0,0.0,Italy
Ansu Fati,Anssumane Fati,253004,79,90,19,178,66,38.0,84.0,88.0,77.0,72.0,82.0,30.0,53.0,LW,Right,Spain,La Liga,4,4,2,FC Barcelona,84.0,10.0,Balanced,Possession,0,0.0,Spain
Matheus Nunes,Matheus Luiz Nunes,253124,79,86,23,183,76,35.0,73.0,84.0,71.0,73.0,82.0,74.0,76.0,CM,Right,Portugal,Premier League,3,3,1,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,0,0.0,England
Vitinha,Vítor Machado Ferreira,255253,79,89,22,172,64,39.5,68.0,73.0,68.0,79.0,83.0,67.0,55.0,"CM, CAM",Right,Portugal,Ligue 1,3,3,1,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,0,0.0,France
Gonçalo Inácio,Gonçalo Bernardo Inácio,257179,79,88,20,185,78,36.0,11.0,80.0,36.0,61.0,61.0,80.0,77.0,CB,Left,Portugal,Liga Portugal,2,2,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Portugal
Yeremy Pino,Yeremy Jesús Pino Santos,259377,79,87,19,172,60,38.0,21.0,77.0,73.0,76.0,79.0,38.0,45.0,"RM, ST, LM",Right,Spain,La Liga,3,4,1,Villarreal,80.0,8.0,Balanced,Balanced,0,0.0,Spain
Dante,Dante Bonfim da Costa Santos,158625,78,78,38,189,91,2.5,28.0,32.0,52.0,68.0,66.0,79.0,78.0,CB,Left,Brazil,Ligue 1,3,4,3,Nice,77.0,6.0,Press After Possession Loss,Possession,81,7.0,France
E. Choupo-Moting,Jean-Eric Maxim Choupo-Moting,183569,78,78,33,191,90,9.0,60.0,60.0,76.0,69.0,79.0,38.0,69.0,"ST, CAM",Right,Cameroon,Bundesliga,3,4,2,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,77,9.0,Germany
A. Ogbonna,Angelo Obinze Ogbonna,183855,78,78,34,191,86,4.6,60.0,48.0,40.0,59.0,61.0,81.0,68.0,CB,Left,Italy,Premier League,2,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,79,10.0,England
J. Boateng,Jérôme Boateng,183907,78,78,33,190,94,6.5,55.0,44.0,49.0,73.0,64.0,78.0,73.0,CB,Right,Germany,Ligue 1,2,4,4,Olympique Lyonnais,78.0,8.0,Pressure On Heavy Touch,Possession,88,48.0,France
L. Stindl,Lars Edi Stindl,187072,78,78,33,181,80,9.0,31.0,55.0,78.0,79.0,78.0,60.0,73.0,CAM,Right,Germany,Bundesliga,4,4,3,Borussia Mönchengladbach,78.0,5.0,Balanced,Possession,82,23.0,Germany
M. Lanzini,Manuel Lanzini,188988,78,78,29,167,59,14.0,68.0,69.0,73.0,78.0,82.0,41.0,55.0,"CAM, LM",Right,Argentina,Premier League,4,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,81,24.5,England
G. Bonaventura,Giacomo Bonaventura,189125,78,78,32,181,75,11.0,52.0,69.0,77.0,80.0,80.0,70.0,65.0,CM,Right,Italy,Serie A,4,3,2,Fiorentina,77.0,6.0,Balanced,Forward Runs,83,26.5,Italy
A. Cresswell,Aaron Cresswell,189615,78,78,32,175,66,9.5,60.0,64.0,60.0,75.0,75.0,77.0,68.0,"LB, CB",Left,England,Premier League,3,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,76,7.0,England
De Marcos,Óscar de Marcos Arana,190149,78,78,33,182,78,7.5,26.0,80.0,64.0,74.0,74.0,73.0,76.0,RB,Right,Spain,La Liga,4,3,2,Athletic Club,79.0,7.0,Balanced,Forward Runs,81,14.0,Spain
P. Groß,Pascal Groß,190765,78,78,31,181,78,11.5,64.0,50.0,75.0,81.0,76.0,59.0,72.0,"CM, CF",Right,Germany,Premier League,4,4,2,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,76,9.5,England
C. Trimmel,Christopher Trimmel,193254,78,78,35,189,82,4.3,22.0,72.0,65.0,74.0,68.0,75.0,80.0,"RWB, RM, RB",Right,Austria,Bundesliga,3,3,2,FC Union Berlin,75.0,3.0,Press After Possession Loss,Direct Passing,71,1.7,Germany
R. Gikiewicz,Rafał Gikiewicz,194333,78,78,34,190,81,2.4,23.0,28.0,64.0,64.0,72.0,77.0,79.0,GK,Right,Poland,Bundesliga,1,2,2,FC Augsburg,74.0,4.0,Balanced,Direct Passing,72,2.1,Germany
C. Dawson,Craig Dawson,194806,78,78,32,188,77,9.0,60.0,49.0,47.0,59.0,55.0,79.0,78.0,CB,Right,England,Premier League,2,2,2,West Ham United,79.0,6.0,Balanced,Forward Runs,75,6.0,England
D. Lovren,Dejan Lovren,195086,78,78,32,188,84,9.0,55.0,53.0,40.0,60.0,62.0,80.0,78.0,CB,Right,Croatia,Ligue 1,2,4,2,Olympique Lyonnais,78.0,8.0,Pressure On Heavy Touch,Possession,81,17.5,France
Willian José,Willian José da Silva,195093,78,78,30,189,91,14.0,28.0,62.0,79.0,66.0,74.0,40.0,80.0,ST,Right,Brazil,La Liga,4,4,2,Real Betis,79.0,6.0,Press After Possession Loss,Possession,82,29.0,Spain
J. Tavernier,James Henry Tavernier,195479,78,78,30,182,75,12.0,51.0,82.0,73.0,77.0,75.0,72.0,80.0,RB,Right,England,Premiership,3,3,1,Rangers,73.0,10.0,Press After Possession Loss,Forward Runs,71,2.4,Unknown
E. Pérez,Enzo Nicolás Pérez,196432,78,78,36,178,77,2.8,13.0,68.0,65.0,75.0,76.0,75.0,77.0,"CDM, CM",Right,Argentina,Liga Profesional,3,4,2,River Plate,76.0,10.0,Pressure On Heavy Touch,Possession,78,9.0,Unknown
S. Aurier,Serge Alain Stéphane Aurier,197853,78,78,29,174,74,12.5,59.0,73.0,62.0,74.0,74.0,76.0,74.0,"RB, RWB",Right,Côte d'Ivoire,Premier League,3,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,81,19.0,England
D. Burn,Dan Burn,198032,78,78,30,198,87,11.5,74.0,47.0,34.0,65.0,64.0,79.0,81.0,"CB, LB",Left,England,Premier League,2,3,1,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,69,1.1,England
Rodrigo,Rodrigo Moreno Machado,198329,78,78,31,182,77,12.0,46.0,77.0,78.0,75.0,78.0,44.0,69.0,"ST, CAM",Left,Spain,Premier League,4,3,3,Leeds United,76.0,3.0,Press After Possession Loss,Forward Runs,78,13.0,England
Rodrigo,Rodrigo Moreno Machado,198329,78,78,31,182,77,12.0,46.0,77.0,78.0,75.0,78.0,44.0,69.0,"ST, CAM",Left,Spain,Premier League,4,3,3,Leeds United,76.0,3.0,Press After Possession Loss,Forward Runs,78,13.0,England
D. D'Ambrosio,Danilo D'Ambrosio,198946,78,78,33,180,75,6.5,54.0,68.0,56.0,67.0,71.0,79.0,75.0,CB,Right,Italy,Serie A,3,3,2,Inter,83.0,9.0,Balanced,Forward Runs,75,5.5,Italy
M. Ryan,Mathew David Ryan,199005,78,78,30,184,82,9.5,10.0,52.0,81.0,81.0,78.0,77.0,76.0,GK,Right,Australia,Eredivisie,1,4,1,AZ,74.0,8.0,Press After Possession Loss,Possession,77,8.0,Netherlands
C. Aránguiz,Charles Mariano Aránguiz Sandoval,199042,78,78,33,171,69,7.0,46.0,46.0,72.0,78.0,76.0,75.0,71.0,"CDM, CM",Right,Chile,Bundesliga,3,4,3,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,78,10.5,Germany
C. Aránguiz,Charles Mariano Aránguiz Sandoval,199042,78,78,33,171,69,7.0,46.0,46.0,72.0,78.0,76.0,75.0,71.0,"CDM, CM",Right,Chile,Bundesliga,3,4,3,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,78,10.5,Germany
M. Riemann,Manuel Riemann,199339,78,78,33,186,83,4.6,21.0,52.0,85.0,85.0,72.0,78.0,78.0,GK,Right,Germany,Bundesliga,1,5,1,VfL Bochum 1848,73.0,1.0,Press After Possession Loss,Possession,71,1.9,Germany
Oriol Romeu,Oriol Romeu Vidal,199576,78,78,30,183,83,12.0,26.0,48.0,54.0,65.0,65.0,79.0,81.0,"CDM, CM",Right,Spain,La Liga,2,3,2,Girona,75.0,1.0,Balanced,Possession,79,13.0,Spain
D. Praet,Dennis Praet,199652,78,78,28,181,78,14.0,79.0,66.0,72.0,78.0,79.0,63.0,65.0,"CAM, CF, CM",Right,Belgium,Premier League,4,4,2,Leicester City,79.0,6.0,Balanced,Possession,76,10.5,England
M. Icardi,Mauro Emanuel Icardi Rivero,201399,78,78,29,181,75,14.0,80.0,67.0,79.0,64.0,72.0,35.0,68.0,ST,Right,Argentina,Super Lig,3,4,3,Galatasaray,76.0,10.0,Pressure On Heavy Touch,Forward Runs,84,42.0,Turkey
David López,David López Silva,201505,78,78,32,183,81,9.0,26.0,50.0,58.0,70.0,65.0,78.0,75.0,"CB, CDM",Right,Spain,La Liga,2,3,1,Girona,75.0,1.0,Balanced,Possession,78,8.5,Spain
M. Rojo,Faustino Marcos Alberto Rojo,201862,78,78,32,186,82,9.0,18.0,65.0,60.0,67.0,64.0,77.0,81.0,CB,Left,Argentina,Liga Profesional,3,2,3,Boca Juniors,75.0,10.0,Balanced,Forward Runs,82,21.0,Unknown
Fernando,Fernando Lucas Martins,202642,78,78,30,173,66,12.0,27.0,72.0,69.0,78.0,73.0,74.0,77.0,"CDM, CM",Right,Brazil,Super Lig,4,3,1,Antalyaspor,71.0,5.0,Press After Possession Loss,Direct Passing,79,14.0,Turkey
G. Caprari,Gianluca Caprari,202848,78,78,28,176,72,14.5,34.0,87.0,75.0,76.0,83.0,33.0,56.0,CF,Right,Italy,Serie A,3,4,2,Monza,75.0,3.0,Balanced,Possession,73,5.5,Italy
K. Bellarabi,Karim Bellarabi,202857,78,78,32,184,79,11.0,50.0,86.0,75.0,72.0,81.0,39.0,71.0,"RM, RW",Right,Germany,Bundesliga,4,3,2,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,82,23.0,Germany
D. Klaassen,Davy Klaassen,203483,78,78,29,179,70,14.0,19.0,55.0,80.0,74.0,76.0,73.0,77.0,"CAM, CM",Right,Netherlands,Eredivisie,3,3,2,Ajax,78.0,10.0,Balanced,Possession,82,27.5,Netherlands
T. Hazard,Thorgan Ganael Francis Hazard,203486,78,78,29,174,71,14.0,46.0,68.0,74.0,78.0,83.0,53.0,64.0,"LM, CF",Right,Belgium,Bundesliga,4,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,80,19.5,Germany
C. Kramer,Christoph Kramer,204024,78,78,31,191,80,10.0,28.0,42.0,50.0,71.0,72.0,77.0,73.0,CDM,Right,Germany,Bundesliga,3,3,2,Borussia Mönchengladbach,78.0,5.0,Balanced,Possession,79,13.0,Germany
Juan Bernat,Juan Bernat Velasco,205069,78,78,29,170,67,12.5,68.0,74.0,64.0,76.0,81.0,75.0,58.0,LB,Left,Spain,Ligue 1,4,3,2,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,79,13.5,France
Portu,Cristian Portugués Manzanera,205070,78,78,30,167,66,13.5,33.0,87.0,74.0,72.0,76.0,57.0,77.0,"RM, LM",Right,Spain,La Liga,3,4,1,Getafe,77.0,5.0,Pressure On Heavy Touch,Forward Runs,76,10.0,Spain
N. Füllkrug,Niclas Füllkrug,205431,78,78,29,188,83,14.0,31.0,61.0,80.0,65.0,72.0,36.0,76.0,ST,Right,Germany,Bundesliga,3,4,1,Werder Bremen,73.0,2.0,Pressure On Heavy Touch,Balanced,73,5.5,Germany
P. Terracciano,Pietro Terracciano,205812,78,78,32,193,78,7.0,39.0,41.0,72.0,72.0,73.0,78.0,78.0,GK,Right,Italy,Serie A,1,2,1,Fiorentina,77.0,6.0,Balanced,Forward Runs,65,0.38,Italy
B. Davies,Benjamin Thomas Davies,205923,78,78,29,181,76,12.0,77.0,67.0,58.0,72.0,72.0,80.0,73.0,CB,Left,Wales,Premier League,3,3,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,78,11.0,England
T. Stepanenko,Taras Stepanenko,206413,78,78,32,181,76,9.5,1.0,65.0,62.0,71.0,68.0,76.0,78.0,CDM,Left,Ukraine,Premier League,3,3,1,Shakhtar Donetsk,71.0,10.0,Pressure On Heavy Touch,Possession,80,14.0,England
P. Bamford,Patrick Bamford,206534,78,78,28,185,71,14.5,48.0,82.0,77.0,68.0,72.0,42.0,76.0,ST,Left,England,Premier League,3,3,2,Leeds United,76.0,3.0,Press After Possession Loss,Forward Runs,70,2.5,England
Manu Trigueros,Manuel Trigueros Muñoz,206545,78,78,30,178,75,13.5,33.0,50.0,73.0,78.0,75.0,72.0,65.0,"CM, LM, RM",Right,Spain,La Liga,4,4,2,Villarreal,80.0,8.0,Balanced,Balanced,82,27.5,Spain
Moi Gómez,Moisés Gómez Bordonado,206590,78,78,28,176,73,14.0,31.0,65.0,74.0,79.0,78.0,55.0,61.0,"LM, CM, RM",Right,Spain,La Liga,4,5,1,Osasuna,76.0,5.0,Balanced,Forward Runs,74,7.5,Spain
M. Keane,Michael Keane,207599,78,78,29,191,82,12.0,41.0,52.0,49.0,63.0,62.0,80.0,79.0,CB,Right,England,Premier League,2,2,2,Everton,77.0,4.0,Balanced,Forward Runs,81,21.0,England
J. Veltman,Joël Ivo Veltman,208004,78,78,30,184,75,11.5,58.0,64.0,49.0,67.0,70.0,79.0,76.0,"CB, RB",Right,Netherlands,Premier League,2,4,2,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,77,8.5,England
A. Doucouré,Abdoulaye Doucouré,208135,78,78,29,184,76,13.5,45.0,67.0,76.0,71.0,76.0,78.0,82.0,"CM, CDM",Right,Mali,Premier League,3,3,2,Everton,77.0,4.0,Balanced,Forward Runs,78,12.0,England
R. Saïss,Romain Saïss,208295,78,78,32,190,84,9.0,47.0,61.0,56.0,70.0,66.0,78.0,79.0,"CB, CDM",Left,Morocco,Super Lig,3,3,1,Beşiktaş,74.0,8.0,Press After Possession Loss,Forward Runs,76,7.5,Turkey
A. Januzaj,Adnan Januzaj,208330,78,78,27,186,75,15.0,31.0,76.0,72.0,79.0,82.0,30.0,57.0,"RW, LW",Left,Belgium,La Liga,4,4,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,77,12.5,Spain
J. Hector,Jonas Hector,208334,78,78,32,185,75,9.5,28.0,63.0,60.0,76.0,75.0,78.0,75.0,"LB, CDM",Left,Germany,Bundesliga,3,4,2,FC Köln,74.0,4.0,Press After Possession Loss,Direct Passing,80,14.0,Germany
Óliver Torres,Óliver Torres Muñoz,208777,78,78,27,175,70,15.0,29.0,59.0,67.0,78.0,81.0,64.0,50.0,"CM, LW, CAM",Right,Spain,La Liga,3,4,2,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,79,17.0,Spain
